street,city,County,State,zip,x,y
67 East Main St.,Tilton  ,Belknap,New Hampshire,03276,-71.575807,43.450027
Metra Station 173rd & Oak Park Ave.,Tinley Park,Cook,Illinois,60477,-87.7833,41.575
Farm Festival Building,Tioga,Williams,North Dakota,58852,-102.929,48.4
Forest County Courthouse,Tionesta,Forest,Pennsylvania,16353,-79.4564,41.4962
135 E. Jefferson Street,Tipton,Tipton,Indiana,46072,-86.0401,40.282
North side of Court House,Tipton,Cedar,Iowa,52772,-91.1284,41.7694
1008 Battleground Dr.,Iuka,Tishomingo,Mississippi,38852,-88.202549,34.805196
Corner of S. Martin & Diamond St.,Titusville,Crawford,Pennsylvania,16354,-79.671438,41.626744
110 Auditorium Circle,San Antonio,Bexar,Texas,78205,-98.488822,29.43105
301 East Main Street,Elkton,Todd,Kentucky,42220,-87.15192490000001,36.8093255
525 Market,Toledo ,Lucas,Ohio,43604,-83.542051,41.645297
Main street,Toledo ,Lincoln,Oregon,97391,-123.93731000000001,44.621813
Tolland Green,Tolland,Tolland,Connecticut,06084,-72.3695,41.8728
Sancola Avenue & Riverside Drive,Toluca Lake,Los Angeles,California,91356,-118.54899999999999,34.1726
Holton,Tomah,Monroe,Wisconsin,54660,-90.50399999999999,43.974
North 3rd Street,Tomahawk,Lincoln,Wisconsin,54487,-89.730749,45.471146999999995
Washington Park between 4th and 5th Streets,Tomahawk,Lincoln,Wisconsin,54487,-89.7285,45.4714
E 7 St. & Ave A,New York,New York,New York,10009,-73.983535,40.726056
East Water Street,Toms River,Ocean,New Jersey,08753,-74.1975,39.9512
120 S. Topanga Canyon Blvd,Topanga,Los Angeles,California,90290,-118.605,34.0906
2200 Crenshaw Blvd,Torrance,Los Angeles,California,90501,-118.32844399999999,33.8249448
Main Street between 21st and 22nd,Torrington,Goshen,Wyoming,82240,-104.184394,42.06537
"Staples Plaza, South Main Street",Torrington,Litchfield,Connecticut,06790,-73.1154,41.8147
4516 US Hwy 26/85,Torrington,Goshen,Wyoming,82240,-104.223495,42.079598
7720 N. Harwood Ave,Wauwatosa,Milwaukee,Wisconsin,53213,-88.00856999999999,43.048852000000004
1201 N. Van Ness Avenue,Fresno ,Fresno,California,93728,-119.799153,36.757911
4256 Magnolia Ave,St Louis,St. Louis City,Missouri,63110,-90.2592,38.6066
215 NE Duval Street,Live Oak,Suwannee,Florida,32060,-82.98136269999999,30.2971641
Town Center Blvd.,El Dorado Hills,El Dorado,California,95762,-121.06591399999999,38.650811
Great Neck Rd. & Oak St.,Copiague,Suffolk,New York,11726,-73.3993,40.6799
Farmers Market Road off Hwy 211,Candor,Montgomery,North Carolina,27229,-79.7829,35.2732
Town  Hall  Indiana Ave,English,Crawford,Indiana,47118,-86.44318,38.35216
6978 Howell Street,Greenwood/LA,Caddo,Louisiana,71033,-93.97445400000001,32.443907
209 South Main Street,Halifax,Halifax,Virginia,24558,-78.92836,36.76317
114 N. Front Street,Hamilton,Martin,North Carolina,27840,-77.20885600000001,35.943985999999995
205 E. Main St. ,Lexington,Lexington,South Carolina,29072,-81.2351235,33.9804636
2042 Park Ave,Orange Park,Clay,Florida,32073,-81.701868,30.164969
6570 Campbell Blvd.,Pendleton,Niagara,New York,14094,-78.774631,43.107704
106 Unicoi Village Place,Unicoi,Unicoi,Tennessee,37692,-82.350705,36.207772
1000 Chelsea Road ,West Point,King William,Virginia,23181,-76.793868,37.538998
3rd St. & Demers,Grand Forks,Grand Forks,North Dakota,58201,-97.0305,47.9253
Hwy 76 West,Hiawassee,Towns,Georgia,30546,-83.771331,34.963227
6573 Route 30,West Townshend,Windham,Vermont,05359,-72.71171700000001,43.084255999999996
10 Alleghany Avenue,Towson,Baltimore,Maryland,21204,-76.6032656,39.401715
190 E. Main Street,Brevard,Transylvania,North Carolina,28712,-82.7319,35.232
1 Center Street,Travelers Rest,Greenville,South Carolina,29690,-82.4436657,34.9676358
7053 M-88 South,Bellaire,Antrim,Michigan,49615,-85.192335,44.931633000000005
Lincoln Park West 14th Street between Starkweather Avenue and Kenilworth Avenue,Cleveland,Cuyahoga,Ohio,44113,-81.690903,41.478361
"Veterans Park, Downtown",Trenton,Dade,Georgia,30752,-85.50954399999999,34.874891999999996
Route 365,Holland Patent,Oneida,New York,13354,-75.25660500000001,43.240638
Grundy County Fairgrounds in Trenton MO,Trenton,Grundy,Missouri,64683,-93.5133,40.0696
Methodist Church,Tazewell,Claiborne,Tennessee,37879,-83.5532,36.4678
"Route 6, Old Rochester Regional High School, Mattapoisett",Mattapoisett,Plymouth,Massachusetts,02739,-70.7764,41.6728
Greenwich & Chambers,New York,New York,New York,10007,-74.010994,40.71630089999999
" 31st Street Baptist Church, 823 North 31st Street",Richmond,Richmond,Virginia,23223,-77.4082803,37.533218
27980 N Trilogy Blvd,Peoria,Maricopa,Arizona,85383,-112.3357185,33.744066700000005
View & Main Streets,Trinidad,Humboldt,California,95570,-124.141,41.0613
"Cimino Park , Modica Drive and Convent St ",Trinidad,Las Animas,Colorado,81082,-104.5047614,37.1656945
500 John Deere Rd.,Moline,Piatt,Illinois,61265,-89.2038,40.064
1100 Sumter Street,Columbia,Richland,South Carolina,29201,-81.0314,34.0005
4500 Utica Ridge Road,Bettendorf,Scott,Iowa,52722,-90.517945,41.565195
"95th and Normal, Chicago, Illinois",Chicago,Cook,Illinois,60628,-87.6358799,41.720649
Swimming pool parking lot,Tripoli,Bremer,Iowa,50676,-92.2582,42.8056
5142 Paseo in Kansas City MO,Kansas City,Jackson,Missouri,64110,-94.5679,39.0328
Trout Creek Park,Trout Creek,Sanders,Montana,59874,-115.58796799999999,47.832475
551 E.Columbia River Highway,Troutdale,Multnomah,Oregon,97060,-122.385279,45.540557
5340 Lee Highway,Troutville,Botetourt,Virginia,24175,-79.87611,37.41689
418 s main,Troy,Latah,Idaho,83871,-116.76899999999999,46.7357
43rd St,Troy,Rensselaer,New York,12180,-73.675321,42.735812
Highway 267 at Estates Drive,Truckee,Nevada,California,95604,-120.19,39.3533
"Corner of Route 96 and Route 227, aka Main St. and Hector St.",Trumansburg,Tompkins,New York,14886,-76.666375,42.542072
"Long Hill Green, Main Street",Trumbull,Fairfield,Connecticut,06611,-73.2099,41.2525
North Mall in Trussville,Trussville,Jefferson,Alabama,35173,-86.6077,33.6297
200 Spring St,Trussville,Jefferson,Alabama,35173,-86.5708,33.6024
83 Palmer St,"Tryon, NC",Polk,North Carolina,28782,-82.238629,35.209944
8887 Redden Rd,Bridgeville,Sussex,Delaware,19933,-75.596967,38.749866
" 8325 SW Nyberg St, Tualatin, OR  97062",Tualatin,Washington,Oregon,97062,-122.760415,45.382168
"Tubac Plaza, Exit 34 - I-19",Tubac,Pima,Arizona,85646,-111.055,31.6228
2333 Main Street,Tucker,DeKalb,Georgia,30084,-84.214282,33.853283000000005
W 66 St. & Columbus,New York,New York,New York,10023,-73.981573,40.773602000000004
428 Kenwood Avenue,Delmar,Albany,New York,NY,-73.836047,42.622625
4500 Harford Road,Baltimore,Baltimore City,Maryland,21214,-76.572479,39.340416999999995
corner of bookout and central avenue,tularosa,Otero,New Mexico,88352,-106.0109,33.07966
6537 Park Street,Tullos,La Salle,Louisiana,71479,-92.328323,31.820457
At Flowerree Memorial Park,Christmas Valley,Lake,Oregon,97641,-120.688492,43.238036
Israel Rd & Capitol Blvd,Tumwater,Thurston,Washington,98512,-122.907776,46.985164000000005
Tuolumne City Memorial Park,Tuolumne,Tuolumne,California,95379,-120.23700000000001,37.9604
415 South Spring Street,Tupelo,Lee,Mississippi,38801,-88.70405500000001,34.253706
"The Wild Center, 45 Museum Drive",Tupper Lake,Franklin,New York,12986,-74.439323,44.219995000000004
50350 Turkey Ridge Rd,Gays Mills,Crawford,Wisconsin,54631,-90.873029,43.348895
Main & Golden State,Turlock,St. Anislaus,California,95380,-120.846,37.4946
608 hwy 8,Turtle Lake,Barron,Wisconsin,54889,-92.153707,45.395105
4150 5th Street,Northport,Tuscaloosa,Alabama,35476,-87.591044,33.219446000000005
1900 Jack Warner Parkway,Tuscaloosa,Tuscaloosa,Alabama,35401,-87.562776,33.216511
259 S. Tuscarawas Ave,Dover,Tuscarawas,Ohio,44622,-81.47244,40.51448
El Camino Real and 3rd Street,Tustin,Orange,California,92780,-117.823466,33.743241
Mile 109 Sterling Hwy,Kasilof,Kenai Peninsula,Alaska,99610,-151.266203,60.306929000000004
2nd Street and Hwy 37,Tuttle,Grady,Oklahoma,73089,-97.8147,35.2908
240 Route 17,Tuxedo,Orange,New York,10987,-74.1844974,41.1944787
Eproson Park,Twain Harte,TUOLUMNE,California,95383,-120.23200000000001,38.0384
"19420 N. 59th Ave.,(59th Ave. and Utopia, Arrowhead Ranch)",Glendale,Maricopa,Arizona,85308,-112.187018,33.661496
Main Street City Park,Twin Bridges ,Madison,Montana,59754,-112.3310399,45.544259999999994
106 Avenue A,Sterling IL,Whiteside,Illinois,61081,-89.697172,41.787255
3rd Avenue at Brinks Circle,Sterling,Whiteside,Illinois,61081,-89.6920681,41.7895169
8th Street North and 2nd Avenue North,Wahpeton,Richland,North Dakota,58075,-96.61135300000001,46.264669
Church Street,Twinsburg,Summit,Ohio,44087,-81.441,41.3121
612 Front Street,Grand Tower,Jackson,Illinois,62942,-89.5047272,37.6300185
1710 W Park St.,Two Rivers,Manitowoc,Wisconsin,54241,-87.568588,44.149219
"Parking Lot of Witschey's, W.Va. 18",Middlebourne,Tyler,West Virginia,26149,-80.904662,39.491108000000004
2112 W. Front St,Tyler,Smith,Texas,75702,-95.3235,32.3465
116 S Railroad Ave,Tylertown,Walthall,Mississippi,39667,-90.141028,31.114568
Logan ave.,Tyrone,Blair,Pennsylvania,16686,-78.2383,40.6744
18th Street South and 6th Ave. South,BIRMINGHAM,Jefferson,Alabama,35233,-86.8035,33.5057
Quad,Davis,Yolo,California,95616,-121.7499278,38.5430292
Town Square at Gilman and Meyers Dr.,La Jolla,San Diego,California,92093,-117.236148,32.878533000000004
"3215 Quicksand Road, Intersection of Highway 15 South and Highway 1812",Jackson,Breathitt,Kentucky,41339,-83.347971,37.535287
Corner W. Clay St and S. School St,Ukiah,Mendocino,California,95482,-123.2081,39.1479
306 6th Street,Umatilla,Umatilla,Oregon,97882,-119.348,45.9165
1120 Kirby Drive: U of MN Duluth Campus,Duluth,St. Louis,Minnesota,55812,-92.08545500000001,46.8184393
2082 Diamond Lake Blvd.,Roseburg,Douglas,Oregon,97470,-123.33255,43.213696999999996
187 Main Street,Unadilla,Otsego,New York,13849,-75.315598,42.325371000000004
3864 Smith Street,Union City,Alameda,California,94587,-122.0782062,37.5964855
148 Old Smokey Rd.,Blairsville,Union,Georgia,30512,-83.952563,34.881671000000004
County Road 231and State Road 100 behind Jacksons Building Supply,Lake Butler,Union,Florida,32054,-82.3395574,30.0227391
Corner of 5th & Main St.,Marysville,Union,Ohio,43040,-83.3669,40.2365
805 Skyway Drive,Monroe ,Union,North Carolina,28110,-80.54987249999999,34.98847620000001
4 E Ottawa Street,"Richwood, OH",Union,Ohio,43344,-83.296015,40.426013
1009 Main Street,Maynardville ,Union,Tennessee,37807,-83.798171,36.250391
City Park at 406 Center Street,Union,Hardin,Iowa,50258,-93.0636,42.2452
North Mountain Street,Union,Union,South Carolina,29379,-81.6216,34.7172
407 S. Main St.,Farmerville,Union,Louisiana,71241,-92.4076,32.769
Union Square Plaza,Somerville,Middlesex,Massachusetts,02143,-71.09469,42.379482
E 17 St. & Broadway,New York,New York,New York,10003,-73.990409,40.737096
111 E University Ave.,Gainesville,Alachua,Florida,32601,-82.32346690000001,29.651503
1976 Morris Ave,Union Township,Union,New Jersey,07083,-74.310292,40.6600417
Next to City Hall,Uniontown,Perry,Alabama,36786,-87.5299,32.4235
2701 Heyward Street,Columbia,Richland,South Carolina,29205,-81.0062,33.9908
Intersection of County Roads 41 & 18,Forkland,Greene,Alabama,36740,-87.8294,32.6128
Unity Community Center,Unity,Waldo,Maine,04988,-69.33577,44.611675
4000 University Avenue,Waterloo,Black Hawk,Iowa,50701,-92.4038187,42.5053323
Main Street at Englewood Avenue,Buffalo,Erie,New York,14214,-78.82339300000001,42.952740000000006
University Way NE and NE 50th,Seattle,King,Washington,98105,-122.313033,47.665626
University Plaza Park Along Paca Street,Baltimore,Baltimore City,Maryland,21201,-76.622772,39.288940000000004
200 Church Street SE,Minneapolis,Hennepin,Minnesota,55455,-93.2338903,44.975650099999996
1354 Eckles Avenue,St. Paul ,Ramsey,Minnesota,55108,-93.184859,44.981398999999996
36th St. and Walnut St.,Philadelphia ,Philadelphia,Pennsylvania,19104,-75.19489499999999,39.953275
4880-5342 North Nevada Avenue,Colorado Springs,El Paso,Colorado,80918,-104.817274,38.906163
1945 Ridgeview Rd,Upper Arlington,Franklin,Ohio,43221,-83.0639,40.0157
6601 Biscayne Blvd,Miami,Miami-Dade,Florida,33138,-80.18405899999999,25.83618
Stanyan St. and Waller St.,San Francisco ,San Francisco,California,94117,-122.45332859999998,37.7682478
175 W. Valley Forge Road,King of Prussia,Montgomery,Pennsylvania,19406,-75.371996,40.101459999999996
Upton City Park,Upton,Weston,Wyoming,82730,-104.624,44.1085
Corner of SW 3rd & SW Maple Street,Ankeny,Polk,Iowa,50023,-93.608108,41.729882
1145 W. Wilson (4600n-1145w) Truman College,Chicago,Cook,Illinois,60640,-87.65899999999999,41.9654
Broadway,Columbus,Muscogee,Georgia,31901,-84.993217,32.46654
East Camp Ave.,Watertown,Codington,South Dakota,57201,-97.1145,44.9005
NW 23rd and Walker,Oklahoma City,Oklahoma,Oklahoma,73106,-97.5210505,35.4932364
5757 N. Central Avenue,Phoenix,Maricopa,Arizona,85012,-112.070596,33.522619
3248 Bailey Ave, Buffalo,Erie,New York,14215,-78.8136755,42.9432192
220 Maxwell Avenue,Greenwood ,Greenwood,South Carolina,29646,-82.163221,34.190296999999994
65 W Main St,Martinsville,Henry,Virginia,24112,-79.8745407,36.69208
100 W North St,Normal,McLean,Illinois,61761,-88.9844,40.5095
Fifth Street and Evans Street,Greenville,Pitt,North Carolina,27858,-77.3730271,35.6111537
101 South Greene Street,Wadesboro,Anson,North Carolina,28170,-80.0765,34.9661
62 N. State Street,Westerville,Franklin,Ohio,43081,-82.93205999999999,40.127567
839 N. Pine St.,Wilmington,New Castle,Delaware,19802,-75.542582,39.742036999999996
2850 19th Street South,Homewood,Jefferson,Alabama,35209,-86.790909,33.480175
250 Summit Boulevard,Birmingham ,Jefferson,Alabama,35243,-86.730085,33.450034
 College Loop Behind O'neals Resturant, Madison,Madison,Florida,32340,-83.422333,30.471328000000003
2721 Kenwood Ave,South Bend ,St. Joseph,Indiana,46628,-86.2880407,41.6806376
2315 Main st.,Vancouver,Clark,Washington,98660,-122.6714,45.6385
3000 Richmond Ave,Houston,Harris,Texas,77098,-95.423968,29.734576
207 Oak St.,New Britain ,Hartford,Connecticut,06051,-72.77544,41.680065899999995
681 Clarkson Ave and Troy Ave,Brooklyn,Kings,New York,11203,-73.9366943,40.656233799999995
American Legion Pavilion,Urbana,Benton,Iowa,52345,-91.873646,42.223991999999996
9020 Amelung St,Frederick,Frederick,Maryland,21704,-77.354457,39.331557000000004
400 South Vine Street,Urbana,Champaign,Illinois,61801,-88.2054,40.1096
5500 Bennington Avenue,Kansas City,Jackson,Missouri,64129,-94.50993199999999,39.025535
5601 Sunnyside Avenue,Beltsville,Prince George's,Maryland,20705,-76.909791,39.020676
Corner 12th St. & Independence Ave. SW,Washington,District of Columbia,District of Columbia,20250,-77.028494,38.887743
"1200 New Jersey Ave, SE (3rd and M Street)","Washington, DC",District of Columbia,District of Columbia,20590,-77.015698,38.906809
2518 Jacob Drive,"Knoxville, TN",Knox,Tennessee,37996,-83.9384194,35.9449944
South of Regents Rd. and Arriba St. ,San Diego ,San Diego,California,92122,-117.22219299999999,32.85889
"Chancellor Park, Bleecker St.",Utica,Oneida,New York,13501,-75.22513000000001,43.09982
3000 Arlington Ave,Toledo,Lucas,Ohio,43614,-83.615387,41.61998
133 North Hendrix Street,Batesburg-Leesville,Lexington,South Carolina,29070,-81.524422,33.913762
509 Foothill Drive,Salt Lake City,Salt Lake,Utah,84148,-111.840755,40.757869
4150 Clement St.,San Francisco ,San Francisco,California,94121,-122.503942,37.78176
Veterans Drive & 42 Avenue,San Francisco,San Francisco,California,94121,-122.5030878,37.7811798
Mulberry Street,Vaiden,Carroll,Mississippi,39176,-89.75299999999999,33.3305
City Park on Main Street,Vail,Crawford,Iowa,51465,-95.1998,42.0622
Meadow Dr.,Vail,Eagle,Colorado,8167,-106.373534,39.64195
South Patterson St.,Valdosta,Lowndes,Georgia,31601,-83.2644,30.8138
10101 N. Wolfe Rd.,Cupertino ,Santa Clara,California,95014,-122.01585320000001,37.3242945
Behind the Mast General Store,Valle Crucis,Watauga,North Carolina,28691,-81.781,36.2111
28751 Cole Grade Rd.,Valley Center,San Diego,California,92082,-117.024,33.2348
800 Block of West Main St.,Valley City,Barnes,North Dakota,58072,-98.0134,46.9229
312 Main Street,Fabens,El Paso,Texas,79838,-106.161,31.5049
1225 Yandell Drive,El Paso,EL Paso,Texas,79902,-106.48100000000001,31.7693
324 N. Zaragosa,El Paso,El Paso,Texas,79902,-106.324,31.6995
7640 North Loop,El Paso,El Paso,Texas,79901,-106.363,31.74
14618 Gregg Road,El Paso,El Paso,Texas,79910,-106.43299999999999,31.8013
100 & 200 blocks on 5th Street,West Des Moines,Polk,Iowa,50265,-93.708959,41.570412
No. 1 The Plaza,Sonoma,Sonoma,California,95476,-122.45780800000001,38.292177
4601 Valleydale Rd.,Birmingham,Shelby,Alabama,35242,-86.733778,33.383472
Hwy. 70 West - At Texaco station,Valliant,McCurtain,Oklahoma,74764,-95.1205,34.0068
"Rt. 414, 1/4 mile south of Valois",Hector,Seneca,New York,14841,-76.8238,42.7811
63 Lafayette St.,Valparaiso,Porter,Indiana,46383,-87.0622542,41.467073600000006
1409 Main Street,Van Buren,Crawford,Arkansas,72956,-94.3441,35.43679
281 Montgomery St,Jersey City,Hudson,New Jersey,07302,-74.047304,40.717965
900 S. Beckford Drive,Henderson,Vance,North Carolina,27536,-78.4330485,36.3332774
605 S Esther St,Vancouver,Clark,Washington,98660,-122.67605,45.62608
31 Tionda Street,Vandalia,Montgomery,Ohio,45377,-84.19772629999999,39.8890201
421 W Gallatin St.,Vandalia,La Salle,Illinois,62471,-89.0103,41.3355
120 Burton Mesa Blvd.,Lompoc,Santa Barbara,California,93436,-120.4683361,34.6995931
Columbia Avenue Parking Lot,Vandergrift,Westmoreland,Pennsylvania,15690,-79.5621,40.6035
51 Water Street,Port Huron,St. Clair,Michigan,48060,-82.419763,42.971745
17519 Vashon Highway SW,Vashon,King,Washington,98070,-122.460747,47.447834
17519 Vashon Highway SW,Vashon,King,Washington,98070,-122.46066100000002,47.447823
205 S. Cass Ave.,Vassar,Tuscola,Michigan,48768,-83.5804,43.3726
250 South Street,Lawrence,Van Buren,Michigan,49064,-86.047077,42.211746000000005
1850 Broad St.,Augusta,Richmond,Georgia,30904,-81.995824,33.485053
88267 Territorial Road,Veneta,Lane,Oregon,97487,-123.35,44.0529
200 Block of Tampa Ave.,Venice,Sarasota,Florida,34285,-82.44659899999999,27.100804999999998
6415 Atlantic Ave. and Newport Ave.,Ventnor City,Atlantic,New Jersey,08406,-74.482241,39.33677
Santa Clara & Palm Streets,Ventura,Ventura,California,93001,-119.295915,34.279734000000005
12690 SW 280th Street,Homestead ,Miami-Dade,Florida,33033,-80.3956069,25.5067274
12690 SW 280th Street,Homestead ,Miami-Dade,Florida,33032,-80.3956069,25.5067274
Hollaman and Main,Camp Verde ,Yavapai,Arizona,86322,-111.852131,34.564091999999995
Main Street,Brunswick,Antelope,Nebraska,68720,-98.0098,42.4067
City Green,Vergennes,Addison,Vermont,05491,-73.2932,44.1216
Main St. and Market St.,Vermillion,Clay,South Dakota,57069,-96.934235,42.779203
Cherry St. and High St.,Vermillion,Clay,South Dakota,57069,-96.934502,42.786295
515 High St.,Vermillion,Clay,South Dakota,57069,-96.934939,42.784882
251 West Street,Rutland ,Rutland,Vermont,05701,-72.98558,43.607709
Depot Park,Rutland City,Rutland,Vermont,05701,-73.036575,43.580078799999995
On Church Street,Vernon,Shiawassee,Michigan,48476,-84.0308,42.9412
1725 Wilbarger,Vernon ,Wilbarger,Texas,76384,-99.284047,34.15351
Adams Ave,Vernonia,Columbia,Oregon,97064,-123.19280900000001,45.858472
